timestamp, index, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/06/23 22:17:35.341, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 599.82 W, 74
2026/06/23 22:17:35.342, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 30344 MiB, 97887 MiB, 17 %, 101.46 W, 35
2026/06/23 22:17:35.342, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 45 %, 149.88 W, 39
2026/06/23 22:17:35.342, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 60 %, 127.67 W, 35
2026/06/23 22:17:36.342, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 588.80 W, 75
2026/06/23 22:17:36.342, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 31094 MiB, 97887 MiB, 62 %, 117.18 W, 36
2026/06/23 22:17:36.342, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 80 %, 151.95 W, 39
2026/06/23 22:17:36.343, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 27 %, 129.17 W, 35
2026/06/23 22:17:37.343, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 599.48 W, 76
2026/06/23 22:17:37.343, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 32188 MiB, 97887 MiB, 56 %, 119.52 W, 36
2026/06/23 22:17:37.343, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 82 %, 153.01 W, 39
2026/06/23 22:17:37.343, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 38 %, 128.18 W, 36
2026/06/23 22:17:38.344, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 398.65 W, 65
2026/06/23 22:17:38.344, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 31524 MiB, 97887 MiB, 24 %, 107.58 W, 35
2026/06/23 22:17:38.344, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 84 %, 156.07 W, 39
2026/06/23 22:17:38.344, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 42 %, 129.15 W, 36
2026/06/23 22:17:39.344, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 376.86 W, 65
2026/06/23 22:17:39.344, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 34340 MiB, 97887 MiB, 51 %, 120.16 W, 36
2026/06/23 22:17:39.345, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 66 %, 146.81 W, 39
